,Cell,Drug,label
1049,298,2,0
1050,292,2,0
1051,233,2,0
1052,284,2,1
1053,377,2,0
1054,686,2,0
1055,432,2,0
1056,308,2,0
1057,388,2,0
1058,387,2,0
1059,437,2,0
1060,325,2,0
1061,538,2,0
1062,496,2,0
1063,421,2,0
1064,783,2,0
1065,450,2,0
1066,252,2,0
1067,283,2,0
1068,278,2,0
1069,367,2,1
1070,258,2,1
1071,419,2,0
1072,341,2,0
1073,353,2,0
1074,366,2,0
1075,555,2,0
1076,274,2,0
1077,412,2,0
1078,323,2,1
1079,340,2,0
1080,386,2,0
1081,339,2,0
1082,327,2,0
1083,347,2,1
1084,554,2,0
1085,324,2,0
1086,385,2,0
1087,352,2,0
1088,271,2,1
1089,254,2,0
1090,730,2,0
1091,338,2,0
1092,270,2,0
1093,397,2,0
1094,431,2,0
1095,346,2,0
1096,654,2,0
1097,297,2,0
1098,468,2,1
1099,269,2,0
1100,411,2,0
1101,458,2,0
1102,712,2,0
1103,345,2,0
1104,449,2,0
1105,474,2,0
1106,296,2,0
1107,467,2,0
1108,295,2,0
1109,476,2,0
1110,640,2,0
1111,410,2,0
1112,277,2,0
1113,326,2,0
1114,551,2,0
1115,718,2,0
1116,534,2,0
1117,685,2,0
1118,621,2,0
1119,398,2,0
1120,765,2,0
1121,673,2,0
1122,375,2,0
1123,418,2,0
1124,409,2,0
1125,337,2,0
1126,457,2,0
1127,620,2,0
1128,426,2,0
1129,365,2,0
1130,615,2,0
1131,251,2,0
1132,533,2,0
1133,307,2,0
1134,619,2,0
1135,614,2,0
1136,661,2,0
1137,492,2,0
1138,364,2,0
1139,613,2,0
1140,268,2,0
1141,756,2,0
1142,593,2,0
1143,741,2,0
1144,545,2,1
1145,618,2,0
1146,564,2,1
1147,509,2,0
1148,694,2,0
1149,670,2,0
1150,466,2,0
1151,306,2,0
1152,588,2,0
1153,612,2,0
1154,563,2,0
1155,544,2,0
1156,628,2,0
1157,532,2,0
1158,678,2,0
1159,731,2,1
1160,565,2,0
1161,249,2,0
1162,363,2,0
1163,598,2,0
1164,697,2,0
1165,374,2,0
1166,228,2,0
1167,705,2,0
1168,597,2,0
1169,313,2,0
1170,380,2,0
1171,637,2,1
1172,417,2,0
1173,394,2,0
1174,710,2,0
1175,373,2,1
1176,586,2,0
1177,745,2,0
1178,617,2,0
1179,503,2,0
1180,566,2,1
1181,713,2,0
1182,785,2,1
1183,336,2,0
1184,585,2,0
1185,560,2,0
1186,636,2,0
1187,627,2,1
1188,456,2,0
1189,414,2,0
1190,584,2,0
1191,465,2,0
1192,248,2,0
1193,757,2,0
1194,227,2,0
1195,531,2,0
1196,408,2,0
1197,626,2,0
1198,472,2,0
1199,665,2,0
1200,616,2,0
1201,727,2,0
1202,550,2,0
1203,372,2,1
1204,746,2,0
1205,464,2,0
1206,611,2,0
1207,434,2,0
1208,362,2,0
1209,668,2,0
1210,483,2,0
1211,491,2,0
1212,244,2,0
1213,361,2,0
1214,709,2,0
1215,247,2,0
1216,648,2,0
1217,680,2,0
1218,704,2,0
1219,407,2,0
1220,610,2,0
1221,455,2,0
1222,629,2,0
1223,502,2,0
1224,711,2,0
1225,351,2,0
1226,739,2,0
1227,500,2,0
1228,350,2,0
1229,684,2,0
1230,267,2,0
1231,599,2,0
1232,582,2,0
1233,581,2,0
1234,425,2,0
1235,507,2,0
1236,744,2,0
1237,266,2,1
1238,530,2,0
1239,446,2,0
1240,645,2,1
1241,318,2,0
1242,335,2,0
1243,371,2,0
1244,737,2,0
1245,452,2,1
1246,490,2,0
1247,559,2,0
1248,506,2,0
1249,706,2,0
1250,344,2,0
1251,607,2,0
1252,305,2,0
1253,635,2,0
1254,580,2,1
1255,644,2,0
1256,600,2,0
1257,360,2,0
1258,359,2,0
1259,639,2,0
1260,406,2,1
1261,729,2,0
1262,393,2,0
1263,265,2,1
1264,561,2,0
1265,405,2,0
1266,755,2,0
1267,549,2,0
1268,643,2,0
1269,590,2,0
1270,558,2,0
1271,275,2,0
1272,427,2,0
1273,543,2,0
1274,537,2,0
1275,358,2,0
1276,475,2,0
1277,370,2,0
1278,304,2,0
1279,445,2,0
1280,736,2,0
1281,349,2,0
1282,505,2,0
1283,740,2,0
1284,396,2,0
1285,243,2,0
1286,735,2,0
1287,463,2,0
1288,384,2,0
1289,390,2,0
1290,489,2,0
1291,633,2,1
1292,288,2,0
1293,786,2,0
1294,603,2,0
1295,692,2,0
1296,676,2,0
1297,379,2,0
1298,264,2,0
1299,334,2,1
1300,424,2,0
1301,423,2,0
1302,499,2,1
1303,609,2,1
1304,764,2,0
1305,664,2,0
1306,481,2,0
1307,488,2,0
1308,577,2,0
1309,529,2,0
1310,435,2,1
1311,660,2,0
1312,528,2,0
1313,438,2,0
1314,606,2,0
1315,527,2,0
1316,605,2,0
1317,632,2,0
1318,766,2,0
1319,369,2,0
1320,303,2,0
1321,451,2,0
1322,263,2,0
1323,255,2,0
1324,743,2,0
1325,576,2,0
1326,368,2,0
1327,444,2,0
1328,782,2,0
1329,242,2,0
1330,322,2,1
1331,652,2,0
1332,403,2,0
1333,749,2,0
1334,348,2,0
1335,542,2,0
1336,716,2,0
1337,774,2,1
1338,546,2,0
1339,526,2,0
1340,608,2,0
1341,761,2,0
1342,332,2,0
1343,691,2,0
1344,311,2,0
1345,525,2,0
1346,658,2,0
1347,415,2,1
1348,378,2,0
1349,443,2,1
1350,592,2,0
1351,602,2,0
1352,343,2,1
1353,574,2,0
1354,226,2,0
1355,573,2,0
1356,625,2,0
1357,787,2,1
1358,301,2,0
1359,719,2,0
1360,708,2,0
1361,383,2,0
1362,225,2,0
1363,690,2,0
1364,287,2,0
1365,462,2,0
1366,331,2,0
1367,461,2,0
1368,524,2,0
1369,663,2,0
1370,236,2,0
1371,238,2,0
1372,471,2,0
1373,781,2,1
1374,728,2,0
1375,689,2,0
1376,460,2,0
1377,701,2,1
1378,523,2,0
1379,317,2,0
1380,522,2,0
1381,675,2,0
1382,439,2,0
1383,595,2,0
1384,642,2,1
1385,760,2,0
1386,700,2,0
1387,662,2,0
1388,780,2,0
1389,357,2,0
1390,281,2,0
1391,604,2,0
1392,671,2,0
1393,571,2,0
1394,679,2,0
1395,459,2,0
1396,601,2,0
1397,521,2,0
1398,479,2,0
1399,653,2,0
1400,316,2,0
1401,768,2,0
1402,520,2,0
1403,224,2,0
1404,330,2,0
1405,651,2,0
1406,495,2,0
1407,734,2,0
1408,273,2,0
1409,638,2,0
1410,494,2,0
1411,442,2,0
1412,519,2,0
1413,667,2,0
1414,641,2,0
1415,666,2,0
1416,752,2,0
1417,771,2,0
1418,246,2,0
1419,518,2,0
1420,223,2,0
1421,591,2,0
1422,751,2,0
1423,540,2,1
1424,570,2,0
1425,656,2,0
1426,291,2,0
1427,516,2,1
1428,594,2,0
1429,624,2,0
1430,784,2,1
1431,441,2,0
1432,356,2,0
1433,569,2,0
1434,763,2,0
1435,733,2,0
1436,693,2,1
1437,286,2,0
1438,241,2,0
1439,568,2,0
1440,401,2,1
1441,738,2,0
1442,779,2,0
1443,440,2,0
1444,714,2,0
1445,703,2,1
1446,723,2,1
1447,290,2,0
1448,515,2,0
1449,240,2,0
1450,650,2,0
1451,293,2,0
1452,655,2,0
1453,688,2,0
1454,773,2,0
1455,748,2,0
1456,250,2,0
1457,722,2,0
1458,646,2,1
1459,548,2,0
1460,454,2,0
1461,329,2,0
1462,687,2,0
1463,788,2,1
1464,556,2,0
1465,314,2,0
1466,770,2,0
1467,391,2,0
1468,448,2,0
1469,742,2,0
1470,514,2,0
1471,342,2,1
1472,222,2,0
1473,567,2,0
1474,511,2,0
1475,310,2,0
1476,767,2,0
1477,232,2,0
1478,699,2,0
1479,698,2,0
1480,321,2,1
1481,778,2,0
1482,470,2,0
1483,320,2,0
1484,674,2,0
1485,221,2,0
1486,300,2,0
1487,245,2,1
1488,623,2,1
1489,261,2,0
1490,732,2,0
1491,777,2,1
1492,754,2,0
1493,299,2,0
1494,487,2,0
1495,622,2,0
1496,400,2,0
1497,428,2,0
1498,319,2,1
1499,649,2,0
1500,260,2,0
1501,547,2,0
1502,382,2,0
1503,539,2,0
1504,669,2,0
1505,776,2,1
1506,775,2,1
1507,239,3,0
1508,536,3,0
1509,413,3,0
1510,726,3,0
1511,677,3,0
1512,513,3,1
1513,231,3,0
1514,535,3,0
1515,259,3,0
1516,257,3,0
1517,237,3,0
1518,289,3,0
1519,230,3,0
1520,395,3,0
1521,630,3,1
1522,235,3,0
1523,280,3,0
1524,285,3,0
1525,399,3,0
1526,725,3,0
1527,772,3,0
1528,234,3,0
1529,589,3,0
1530,759,3,0
1531,753,3,0
1532,229,3,0
1533,256,3,0
1534,389,3,1
1535,279,3,1
1536,493,3,0
1537,758,3,0
1538,707,3,0
1539,298,3,0
1540,292,3,0
1541,233,3,0
1542,284,3,0
1543,377,3,1
1544,686,3,0
1545,432,3,0
1546,308,3,0
1547,388,3,0
1548,387,3,0
1549,429,3,0
1550,538,3,0
1551,496,3,0
1552,421,3,0
1553,783,3,0
1554,450,3,0
1555,252,3,0
1556,283,3,0
1557,436,3,0
1558,278,3,0
1559,367,3,0
1560,258,3,0
1561,419,3,0
1562,353,3,0
1563,376,3,1
1564,274,3,0
1565,323,3,0
1566,340,3,0
1567,386,3,0
1568,339,3,0
1569,347,3,0
1570,554,3,0
1571,324,3,1
1572,385,3,0
1573,352,3,0
1574,254,3,0
1575,730,3,0
1576,338,3,0
1577,270,3,1
1578,397,3,0
1579,431,3,0
1580,346,3,0
1581,654,3,0
1582,297,3,0
1583,468,3,0
1584,269,3,0
1585,411,3,0
1586,458,3,0
1587,712,3,0
1588,381,3,0
1589,473,3,0
1590,296,3,0
1591,482,3,0
1592,467,3,0
1593,295,3,0
1594,476,3,0
1595,640,3,0
1596,478,3,0
1597,410,3,0
1598,277,3,0
1599,551,3,0
1600,718,3,0
1601,534,3,0
1602,685,3,0
1603,621,3,0
1604,398,3,0
1605,765,3,0
1606,673,3,1
1607,375,3,0
1608,418,3,0
1609,409,3,0
1610,337,3,0
1611,457,3,0
1612,620,3,0
1613,430,3,0
1614,453,3,0
1615,426,3,0
1616,365,3,0
1617,615,3,0
1618,251,3,0
1619,533,3,0
1620,307,3,0
1621,619,3,0
1622,614,3,0
1623,492,3,0
1624,364,3,0
1625,613,3,0
1626,268,3,0
1627,756,3,1
1628,593,3,1
1629,741,3,1
1630,545,3,0
1631,618,3,0
1632,564,3,0
1633,509,3,0
1634,694,3,0
1635,294,3,0
1636,670,3,0
1637,306,3,0
1638,588,3,0
1639,612,3,0
1640,563,3,0
1641,544,3,0
1642,628,3,0
1643,532,3,0
1644,678,3,0
1645,731,3,0
1646,565,3,0
1647,249,3,0
1648,363,3,0
1649,598,3,0
1650,697,3,0
1651,374,3,0
1652,228,3,0
1653,705,3,0
1654,597,3,0
1655,313,3,0
1656,637,3,0
1657,587,3,0
1658,394,3,0
1659,710,3,1
1660,373,3,0
1661,586,3,0
1662,745,3,1
1663,617,3,0
